,merged_full_name,transactor_type
987773,michigan democratic party anishinaab michigan democratic party anishinaabek caucus,Organization
987777,grosse pointe education 1st (superpa grosse pointe education 1st (superpac),Organization
987779,conlin for michigan conlin for michigan,Organization
989006,committee to elect kristian grant committee to elect kristian grant,Organization
990219,otsego county democratic party otsego county democratic party,Organization
990231,sharifa kerene moore for court of ap sharifa kerene moore for court of appeals judge,Organization
992074,cascade leadership fund cascade leadership fund,Organization
993172,get smit done leadership fund get smit done leadership fund,Organization
994585,antrim county republican party antrim county republican party,Organization
995579,michigan licensed beverage associati michigan licensed beverage association pac 2,Organization
995580,11th congressional district republic 11th congressional district republican committee,Organization
995583,roger victory for state house roger victory for state house,Organization
995588,committee to elect adrienne g. scrug committee to elect adrienne g. scruggs,Organization
995590,young for michigan pac young for michigan pac,Organization
996424,5th district republican committee 5th district republican committee,Organization
997556,take it back superpac take it back superpac,Organization
997557,chippewa county republican committee chippewa county republican committee,Organization
997559,oakland educators pac oakland educators pac,Organization
1002303,committee to elect jared polonowski committee to elect jared polonowski,Organization
1002304,jolene clearwater for allegan county jolene clearwater for allegan county probate court,Organization
1002307,karl bohnak 4 state rep karl bohnak 4 state rep,Organization
1003998,6th congressional district republica 6th congressional district republican committee,Organization
1004002,flagstar bank federal pac flagstar bank federal pac,Organization
1004003,friends of andrea rutkowski friends of andrea rutkowski,Organization
1004013,friends of mai xiong friends of mai xiong,Organization
1005895,friends of layla taha friends of layla taha,Organization
1005896,peter herzberg for state rep peter herzberg for state rep,Organization
1005897,alpena county republican party alpena county republican party,Organization
1005901,josh powell for michigan josh powell for michigan,Organization
1005920,the peoples pac the peoples pac,Organization
1007736,ogemaw county republican committee ogemaw county republican committee,Organization
1007740,michigan smart td pac michigan smart td pac,Organization
1007742,citizens for the michigan animal abu citizens for the michigan animal abuse registry,Organization
1007744,denise ilitch for u of m regent denise ilitch for u of m regent,Organization
1009443,apartment association of michigan po apartment association of michigan political action committee,Organization
1009453,committee to elect burt mason committee to elect burt mason,Organization
1009455,stacey truesdell for probate judge stacey truesdell for probate judge,Organization
1009456,great lakes physicians organization great lakes physicians organization pac,Organization
1010895,michigan 9th congressional district michigan 9th congressional district republican committee,Organization
1012334,purpose financial inc. pac purpose financial inc. pac,Organization
1012340,always moving forward pac always moving forward pac,Organization
1012345,tricia dare for circuit judge tricia dare for circuit judge,Organization
1013750,republican caucus of saginaw county republican caucus of saginaw county,Organization
1013758,nancy deboer leadership fund nancy deboer leadership fund,Organization
1015996,6th congressional district democrats 6th congressional district democrats committee,Organization
1020746,freedom to learn pac freedom to learn pac,Organization
1020754,citizens to save our public safety a citizens to save our public safety and schools,Organization
1020758,dana nessel leadership fund dana nessel leadership fund,Organization
1025441,david e rutledge election committee david e rutledge election committee,Organization
1025443,farhat for michigan pac farhat for michigan pac,Organization
1025444,go far pac go far pac,Organization
1025446,kunse majority fund kunse majority fund,Organization
1030257,reggie miller for michigan reggie miller for michigan,Organization
1030266,seiu local 1 michigan political educ seiu local 1 michigan political education committee,Organization
1059422,michigan health access alliance michigan health access alliance,Organization
1059433,friends of judge andrew kowalkowski friends of judge andrew kowalkowski,Organization
1059441,greene majority motivated fund greene majority motivated fund,Organization
1059443,dillon leadership fund dillon leadership fund,Organization
1059451,south lyon area republicans south lyon area republicans,Organization
1059454,ivan diaz for michigan ivan diaz for michigan,Organization
1062104,mcfall leadership fund mcfall leadership fund,Organization
1062105,michigan common sense party michigan common sense party,Organization
1062115,the travelers companies inc. politic the travelers companies inc. political action committee,Organization
1062117,michigans electric cooperatives pac michigans electric cooperatives pac,Organization
1062119,tom matthew for state rep tom matthew for state rep,Organization
1062121,doug corwin jr. for probate judge doug corwin jr. for probate judge,Organization
1062126,begole leadership fund begole leadership fund,Organization
1062140,jean zott for michigan jean zott for michigan,Organization
1062143,migop 3rd congressional district migop 3rd congressional district,Organization
1063100,barry county democratic committee barry county democratic committee,Organization
1063105,van buren county democratic committe van buren county democratic committee,Organization
1063113,committee to elect anthony r. servit committee to elect anthony r. servitto,Organization
1064497,lisa neilson for court of appeals lisa neilson for court of appeals,Organization
1064503,libertarian party of genesee county libertarian party of genesee county,Organization
1065805,mi creditors bar association pac michigan creditors bar association political action committee,Organization
1065812,citizens for michigan citizens for michigan,Organization
1069326,lansing future pac (superpac) lansing future pac (superpac),Organization
1069327,committee to elect jeffrey clothier committee to elect jeffrey clothier,Organization
1069330,10th congressional district of the m 10th congressional district of the michigan republican party,Organization
1084165,mackinac couty republican committee mackinac couty republican committee,Organization
1084168,american clean power association cle american clean power association cleanpower pac,Organization
1086577,washtenaw citizens for accountabilit washtenaw citizens for accountability and transparency,Organization
1086579,cte adam stathakis cte adam stathakis,Organization
1086582,kevin coleman future leaders fund kevin coleman future leaders fund,Organization
1088375,newaygo county grassroots pac newaygo county grassroots pac,Organization
1088380,mi forward fund mi forward fund,Organization
1088388,michigan republican assembly michigan republican assembly,Organization
1088389,keep judge matt antkoviak circuit ju keep judge matt antkoviak circuit judge,Organization
1088401,nationwide mutual insurance company nationwide mutual insurance company political action committee,Organization
1088402,axmitax axmitax,Organization
1088403,save our guns save our guns,Organization
1088408,second district republican committee second district republican committee of michigan (migopd2),Organization
1088414,bierlein majority fund bierlein majority fund,Organization
1088416,america first hillsdale republicans america first hillsdale republicans,Organization
1088418,rigas leadership fund rigas leadership fund,Organization
1088419,michigan conservative michigan conservative,Organization
1088421,friends of jamie callahan friends of jamie callahan,Organization
1089384,anthony pac anthony pac,Organization
1089392,alexander for majority alexander for majority,Organization
1089396,adam stockford for michigan adam stockford for michigan,Organization
1090606,bay area majority fund bay area majority fund,Organization
1090610,todd smalenberg for state rep todd smalenberg for state rep,Organization
1091746,securing michigans future securing michigans future,Organization
1093238,grant leadership fund grant leadership fund,Organization
1093243,bouchard victory fund bouchard victory fund,Organization
1099727,committee to elect angela cole proba committee to elect angela cole probate judge,Organization
1099728,trevis harrold for michigan trevis harrold for michigan,Organization
1106201,tyson foods inc political action com tyson foods inc political action committee,Organization
1107963,michigan legacy pac michigan legacy pac,Organization
1107968,friske leadership fund friske leadership fund,Organization
1107977,andrew fink for michigan supreme cou andrew fink for michigan supreme court,Organization
1107978,trust the truth (superpac) trust the truth (superpac),Organization
1107979,committee to elect steve frisbie for committee to elect steve frisbie for state house,Organization
1109554,webber majority fund webber majority fund,Organization
1109556,thompson leadership fund thompson leadership fund,Organization
1109567,stand tall pac stand tall pac,Organization
1114219,allegan families first allegan families first,Organization
1114220,friends of sunny reddy friends of sunny reddy,Organization
1114230,joe aragona for majority joe aragona for majority,Organization
1114231,enduring majority fund enduring majority fund,Organization
1117354,friends of don keskey friends of don keskey,Organization
1117359,dayna for michigan dayna for michigan,Organization
1117363,schuette majority fund schuette majority fund,Organization
1117367,committee to elect kimberly edwards committee to elect kimberly edwards,Organization
1117368,committee to elect adam abusalah committee to elect adam abusalah,Organization
1117379,nesbitt for michigan nesbitt for michigan,Organization
1117387,moving canton forward together moving canton forward together,Organization
1120313,committee to elect lisa trombley committee to elect lisa trombley,Organization
1120320,michigan cooperative unity partnersh michigan cooperative unity partnership pac,Organization
1120325,8th congressional district republica 8th congressional district republican committee,Organization
1130069,friends of shannon rochon friends of shannon rochon,Organization
1130073,red pilled red pilled,Organization
1131494,committee to elect melandie hines fo committee to elect melandie hines for michigan,Organization
1131497,michigan justice advocacy bqc michigan justice advocacy bqc,Organization
1131500,land of opportunity pac land of opportunity pac,Organization
1131501,13th congressional gop 13th congressional gop,Organization
1133053,citizens for local choice citizens for local choice,Organization
1133059,michigan crna pac michigan crna pac,Organization
1135933,macomb community college faculty org macomb community college faculty organization pac,Organization
1137034,fitzgerald for michigan pac fitzgerald for michigan pac,Organization
1138971,jeremy garza leadership pac jeremy garza leadership pac,Organization
1140383,we the people power pac we the people power pac,Organization
1140392,michigan action political fund michigan action political fund,Organization
1140395,michigan cemetery association pac michigan cemetery association pac,Organization
1140403,holcim us employees michigan pac holcim us employees michigan pac,Organization
1141510,american hotel and lodging associati american hotel and lodging association political action committee,Organization
1146653,concerned citizens 24 concerned citizens 24,Organization
1148464,justice for allegan county justice for allegan county,Organization
1153536,citizens for a better west michigan citizens for a better west michigan,Organization
1155064,mi soy pac mi soy pac,Organization
1155070,andrews majority political action co andrews majority political action committee,Organization
1156489,friends for democracy friends for democracy,Organization
1163868,river raisin conservatives river raisin conservatives,Organization
1163871,northern lights leadership fund northern lights leadership fund,Organization
1163876,the big local pac the big local pac,Organization
1165874,republic svcs inc employees for bett republic svcs inc employees for better govt pac,Organization
1193555,republican ladies leading lansing republican ladies leading lansing,Organization
1196068,carrie rheingans cares about michiga carrie rheingans cares about michigan,Organization
1201155,northern michigan leadership pac northern michigan leadership pac,Organization
1204031,lenawee county conservatives lenawee county conservatives,Organization
1220477,smalltown values pac smalltown values pac,Organization
1224061,basf corporation employees political basf corporation employees political action committee,Organization
1234868,every job is essential pac (superpac every job is essential pac (superpac),Organization
1234871,central michigan community fund central michigan community fund,Organization
1234880,mi corn growers assocation pac mi corn growers assocation pac,Organization
1239193,sustainable michigan leadership sustainable michigan leadership,Organization
1239199,michigan majority leadership fund pa michigan majority leadership fund pac,Organization
1245343,western wayne county pac western wayne county pac,Organization
1248420,mcbroom for michigan mcbroom for michigan,Organization
1248424,developing michigan developing michigan,Organization
1268174,the first ask the first ask,Organization
1268178,michael baker international holdco c michael baker international holdco corporation political action committe,Organization
1276064,red white and blue pac red white and blue pac,Organization
1278723,livonia democratic club state local livonia democratic club state local political action committee,Organization
1278729,glbr for effective government glbr for effective government,Organization
1278730,faith family and freedom fund faith family and freedom fund,Organization
1279552,snyder for michigan snyder for michigan,Organization
1281102,meijer for senate inc. meijer for senate inc.,Organization
1281110,northville leadership fund northville leadership fund,Organization
1281111,midwest independent retailers associ midwest independent retailers association pac,Organization
1289968,concerned parents coalition of michi concerned parents coalition of michigan,Organization
1289969,maga michigan pac maga michigan pac,Organization
1289970,noahs arc majority fund noahs arc majority fund,Organization
1291884,black leadership action fund black leadership action fund,Organization
1293560,vote novi vote novi,Organization
1293564,committee to elect brandon sinclair committee to elect brandon sinclair,Organization
1293567,common power common power,Organization
1296911,road sprinkler fitters local union n road sprinkler fitters local union no 669 ua afl cio pac,Organization
1296912,action changes things political acti action changes things political action committee - rochester education a,Organization
1296921,white lake area futures white lake area futures,Organization
1298229,cowley for michigan cowley for michigan,Organization
1298235,chris jackson for michigan chris jackson for michigan,Organization
1299407,committee to elect matthew castillo committee to elect matthew castillo,Organization
1299422,lipson neilson pac lipson neilson pac,Organization
1300375,committee to elect kevin m kane for committee to elect kevin m kane for probate judge,Organization
1300380,committee to elect ryan maxon committee to elect ryan maxon,Organization
1300381,committee to elect russell cleary committee to elect russell cleary,Organization
1304723,committee to elect randy girard committee to elect randy girard,Organization
1304732,committee to elect william paul slou committee to elect william paul slough,Organization
1306985,john larkin for 3rd circuit judge john larkin for 3rd circuit judge,Organization
1306995,committee to elect tim meyer committee to elect tim meyer,Organization
1312219,sharifa kerene moore for judge sharifa kerene moore for judge,Organization
1313745,jinan hamood for judge jinan hamood for judge,Organization
1315466,committee to elect marcia mansaray committee to elect marcia mansaray,Organization
1315474,committee to elect jeb allen for cir committee to elect jeb allen for circuit judge,Organization
1315475,jennifer parmalee for probate judge jennifer parmalee for probate judge,Organization
1316859,committee to elect dianne marie long committee to elect dianne marie longoria as lake county probate judge,Organization
1318243,committee to elect eric r. fox committee to elect eric r. fox,Organization
1318245,cte frank perez cte frank perez,Organization
1320206,tom mcmillin for state board of educ tom mcmillin for state board of education,Organization
1321292,rslc pac (superpac) rslc pac (superpac),Organization
1321296,friends of danene shumaker friends of danene shumaker,Organization
1321301,committee to elect ken heuvelman committee to elect ken heuvelman,Organization
1321302,vote crystal bailey vote crystal bailey,Organization
1323150,marathon petroleum corporation emplo marathon petroleum corporation employees pac,Organization
1324845,jeff gorman 4 no regrets jeff gorman 4 no regrets,Organization
1326328,committee to elect charles john ante committee to elect charles john anter,Organization
1326329,aaron pac aaron pac,Organization
1329296,committee to elect kevin hammer committee to elect kevin hammer,Organization
1329303,jonathan j. paasch for 63rd district jonathan j. paasch for 63rd district court judge,Organization
1329305,alex hawkins for michigan alex hawkins for michigan,Organization
1329308,committee to elect austin breuer committee to elect austin breuer,Organization
1329313,cte robert wojtowicz cte robert wojtowicz,Organization
1331415,cte richard m. steenland cte richard m. steenland,Organization
1333175,committee to elect daniel ohara committee to elect daniel ohara,Organization
1335901,committee to elect amanda odette committee to elect amanda odette,Organization
1335907,friends of kathy g. pelleran-mahoney friends of kathy g. pelleran-mahoney,Organization
1335915,committee to elect robert p. coutts committee to elect robert p. coutts 34th district judge,Organization
1335916,graphic communications council distr graphic communications council district council 3 pac,Organization
1337826,liberati for michigan liberati for michigan,Organization
1343832,committee to elect john grossenbache committee to elect john grossenbacher,Organization
1346701,our land our rights our land our rights,Organization
1346702,committee to retain judge catherine committee to retain judge catherine heise,Organization
1346705,friends to elect tracy ruell friends to elect tracy ruell,Organization
1346708,creek pac creek pac,Organization
1346714,shelly fraley for mi60 shelly fraley for mi60,Organization
1346715,commitee to elect rich cutshaw commitee to elect rich cutshaw,Organization
1348455,restore michigan restore michigan,Organization
1348457,committee to elect k.c. baran committee to elect k.c. baran,Organization
1348458,genentech inc. political action comm genentech inc. political action committee,Organization
1348460,klinefelt for michigan klinefelt for michigan,Organization
1348462,amante for michigan amante for michigan,Organization
1348468,committee to elect charissa huang fo committee to elect charissa huang for 17th circuit court judge,Organization
1348472,midwives delivering for mi midwives delivering for mi,Organization
1351299,friends of kevin ziegler for state r friends of kevin ziegler for state rep,Organization
1354333,committee to elect anna r. rapa committee to elect anna r. rapa,Organization
1354337,cte tawn beliger cte tawn beliger,Organization
1354342,friends of stephanie chang friends of stephanie chang,Organization
1354352,committee to elect lois maassen committee to elect lois maassen,Organization
1354356,solidarity for michigan solidarity for michigan,Organization
1354359,rslc - great lakes pac rslc - great lakes pac,Organization
1355055,conservative voices conservative voices,Organization
1355057,cte benjamin a. schock for probate c cte benjamin a. schock for probate court,Organization
1356114,prestin majority fund prestin majority fund,Organization
1356119,maxim healthcare services inc michig maxim healthcare services inc michigan political action committee,Organization
1357473,horsepower pac horsepower pac,Organization
1357490,friends of the west michigan gop pac friends of the west michigan gop pac,Organization
1359445,committee to elect kevin hesselink o committee to elect kevin hesselink otsego county probate judge,Organization
1359454,west michigan strong superpac west michigan strong superpac,Organization
1359455,better michigan superpac better michigan superpac,Organization
1359467,committee to elect julie derose committee to elect julie derose,Organization
1359469,committee to elect jim fouts committee to elect jim fouts,Organization
1359471,don hicks for state representative don hicks for state representative,Organization
1359475,matthew mckone for district judge matthew mckone for district judge,Organization
1402315,elect trina borenstein elect trina borenstein,Organization
1402328,red pilled michigan pac red pilled michigan pac,Organization
1402329,woolford victory fund woolford victory fund,Organization
1404249,michigan college democrats pac michigan college democrats pac,Organization
1404250,tamara lopez for kent county probate tamara lopez for kent county probate judge,Organization
1404251,erin schultes for state rep erin schultes for state rep,Organization
1404252,alice bernal for circuit court judge alice bernal for circuit court judge,Organization
1404261,mary for michigan mary for michigan,Organization
1409133,jane fonda climate pac michigan jane fonda climate pac michigan,Organization
1410117,friends of abby wheeler friends of abby wheeler,Organization
1411005,greater michigan pac greater michigan pac,Organization
1412574,donald t eason for state rep donald t eason for state rep,Organization
1412578,progressive courts pac progressive courts pac,Organization
1415186,tim kelly for state representative tim kelly for state representative,Organization
1415191,committee to elect matthew j. wojda committee to elect matthew j. wojda probate judge,Organization
1415195,environmental defense action fund pa environmental defense action fund pac,Organization
1417055,michigan association of collection a michigan association of collection agencies macapac,Organization
1417056,friends of morgan foreman friends of morgan foreman,Organization
1417057,committee to elect emily jipp for ci committee to elect emily jipp for circuit court judge,Organization
1417058,jason dillingham for state represent jason dillingham for state representative,Organization
1417060,committe to reelect james p lambros committe to reelect james p lambros,Organization
1438582,committee to elect christian marcus committee to elect christian marcus,Organization
1443363,maria ruggirello for 35th district j maria ruggirello for 35th district judge,Organization
1449814,alexandria taylor for michigan alexandria taylor for michigan,Organization
1452313,commitee to elect todd l. barron commitee to elect todd l. barron,Organization
1452317,friends of sabrina lopez friends of sabrina lopez,Organization
1457212,committee to elect kerry tapper committee to elect kerry tapper,Organization
1493573,duggan leadership fund duggan leadership fund,Organization
1495169,lucido for a brighter tomorrow pac lucido for a brighter tomorrow pac,Organization
1495172,committee to elect kimberly gildner committee to elect kimberly gildner probate judge,Organization
1495182,climate cabinet pac - michigan climate cabinet pac - michigan,Organization
1497053,committee to elect mariko willis committee to elect mariko willis,Organization
1497062,pointers for academic excellence (su pointers for academic excellence (superpac),Organization
1498885,marcus t. chmiel for 63rd district c marcus t. chmiel for 63rd district court judge,Organization
1498886,vote save america vote save america,Organization
1498890,committee to elect abby klomparens committee to elect abby klomparens,Organization
1498892,resolute republic superpac resolute republic superpac,Organization
1503070,make liberty win (superpac) make liberty win (superpac),Organization
1507554,abbvie political action committee abbvie political action committee,Organization
1549782,friends to elect tom konesky friends to elect tom konesky,Organization
1549786,committee to elect rudy m howard jr committee to elect rudy m howard jr,Organization
1551369,committee to elect andy wood committee to elect andy wood,Organization
1551370,josh rockey for state rep josh rockey for state rep,Organization
1551374,committee to elect tyler fox committee to elect tyler fox,Organization
1551375,committee to elect elias j fanous committee to elect elias j fanous,Organization
1551376,committee to elect kelly ward for pr committee to elect kelly ward for probate judge,Organization
1551377,nicholas gumina for judge nicholas gumina for judge,Organization
1551378,nancy chinonis for circuit judge nancy chinonis for circuit judge,Organization
1551385,committee to elect griffin wojtowicz committee to elect griffin wojtowicz,Organization
1553490,committee to elect julia kelly for j committee to elect julia kelly for judge,Organization
1553491,committee to elect kim s. corcoran committee to elect kim s. corcoran,Organization
1553492,committee to elect jennifer johnsen committee to elect jennifer johnsen for 17th circuit court judge,Organization
1553493,vote mama vote mama,Organization
1553497,ryan leo good ryan leo good,Organization
1553504,michelle ambrozaitis for judge michelle ambrozaitis for judge,Organization
1553506,friends of nancy jenkins-arno friends of nancy jenkins-arno,Organization
1553508,committee to elect david m. glancy committee to elect david m. glancy,Organization
1553510,friends of kyle wright friends of kyle wright,Organization
1555398,christine morse for 9th circuit cour christine morse for 9th circuit court,Organization
1555402,david m. delaney david m. delaney,Organization
1555403,committee to elect timothy odykirk committee to elect timothy odykirk,Organization
1557310,rima mohammad for state representati rima mohammad for state representative,Organization
1557312,committee to elect aaron j. hall committee to elect aaron j. hall,Organization
1559234,the committee to elect jon leroux the committee to elect jon leroux,Organization
1559235,daniel mercier for judge daniel mercier for judge,Organization
1559237,cody dill for state representative cody dill for state representative,Organization
1559239,committee to elect peter kulas-domin committee to elect peter kulas-dominguez,Organization
1559240,elizabeth peterson for circuit court elizabeth peterson for circuit court judge,Organization
1559241,families for jason rubin families for jason rubin,Organization
1562588,committee to elect doug murch committee to elect doug murch,Organization
1562590,christopher crain for state represen christopher crain for state representative,Organization
1564329,friends of hermon barbe for michigan friends of hermon barbe for michigan,Organization
1564334,friends of tommy brann friends of tommy brann,Organization
1564336,citizens for chip chipman citizens for chip chipman,Organization
1566113,committee to elect joe pavlov committee to elect joe pavlov,Organization
1566119,committee to elect janise oneil robi committee to elect janise oneil robinson,Organization
1567476,michigan trucking association politi michigan trucking association political action committee,Organization
1567478,brian ignatowski for state represent brian ignatowski for state representative,Organization
1567481,committee to elect teresa patton committee to elect teresa patton,Organization
1567483,randy j. wallace for court of appeal randy j. wallace for court of appeals,Organization
1567484,i like clean water i like clean water,Organization
1569272,committee to elect alexander w. harr committee to elect alexander w. harris,Organization
1569273,committee to elect matt longjohn committee to elect matt longjohn,Organization
1569279,jennifer wortz committee to elect fo jennifer wortz committee to elect for state rep,Organization
1571084,elissa slotkin for michigan elissa slotkin for michigan,Organization
1573084,matthew delange for judge matthew delange for judge,Organization
1573087,friends of randy levasseur friends of randy levasseur,Organization
1573089,committee to elect jevona fudge committee to elect jevona fudge,Organization
1573090,committee to elect chaz fowler committee to elect chaz fowler,Organization
1573100,the committee to elect kendrah robin the committee to elect kendrah robinson,Organization
1573102,friends of stephen wooden friends of stephen wooden,Organization
1573103,committee to elect daniel mahoney committee to elect daniel mahoney,Organization
1575219,saima rehman khalil for judge saima rehman khalil for judge,Organization
1575220,friends of rylee linting friends of rylee linting,Organization
1575223,nicole s. huddleston for oakland cou nicole s. huddleston for oakland county circuit court judge,Organization
1577163,austin marsman for michigan austin marsman for michigan,Organization
1577164,andy shaver for michigan andy shaver for michigan,Organization
1577165,committee to elect nicole castka committee to elect nicole castka,Organization
1577169,michelle woodman michelle woodman,Organization
1577171,friends of tonya myers phillips friends of tonya myers phillips,Organization
1577174,committee to elect ron robinson committee to elect ron robinson,Organization
1577175,committee to elect michael malmborg committee to elect michael malmborg,Organization
1577177,friends of kristina lyke friends of kristina lyke,Organization
1577182,the committee to elect james l. gilb the committee to elect james l. gilbert for probate judge,Organization
1579010,maria mendoza-boc for michigan maria mendoza-boc for michigan,Organization
1579019,committee to elect moneka sanford fo committee to elect moneka sanford for judge,Organization
1579025,cte dom restuccia cte dom restuccia,Organization
1579029,friends of chris gilmer-hill friends of chris gilmer-hill,Organization
1581394,progressive caucus of mid michigan progressive caucus of mid michigan,Organization
1581397,adrienne nicole young for judge adrienne nicole young for judge,Organization
1581399,evergreen action evergreen action,Organization
1581402,committee to elect john sheets to mi committee to elect john sheets to michigan house of representatives,Organization
1581403,youngquist for michigan youngquist for michigan,Organization
1581409,committee to elect herman griffin committee to elect herman griffin,Organization
1581410,cte jorja baldwin cte jorja baldwin,Organization
1583164,rasha demashkieh for wsu rasha demashkieh for wsu,Organization
1583165,committee to elect dan kelly committee to elect dan kelly,Organization
1583166,comm to elect nicolette m snyder committee to elect nicolette m snyder,Organization
1583169,matthew deperno for judge matthew deperno for judge,Organization
1583170,rebecca bahar-cook for msu trustee rebecca bahar-cook for msu trustee,Organization
1586886,judge mark boonstra for michigan sup judge mark boonstra for michigan supreme court,Organization
1586887,judge patrick william ogrady for mic judge patrick william ogrady for michigan supreme court,Organization
1586888,kimberly thomas for michigan supreme kimberly thomas for michigan supreme court,Organization
1589014,shauna ryder diggs for university of shauna ryder diggs for university of michigan regent,Organization
1589017,julue maday for msu julue maday for msu,Organization
1589029,cte ziad abdulmalik cte ziad abdulmalik,Organization
1591120,anissa buffin state house rep. d67 anissa buffin state house rep. d67,Organization
1591138,grand new party pac grand new party pac,Organization
1599454,citizens to elect cady ness-smith citizens to elect cady ness-smith,Organization
1601127,kalamazoo county democratic party kalamazoo county democratic party,Organization
1601136,friends of matt schlinker friends of matt schlinker,Organization
1606420,committee to elect christiana reynol committee to elect christiana reynolds for the one zero eight,Organization
1613439,angela jones committee to elect angela jones committee to elect,Organization
1613442,committee to elect bill sage for sta committee to elect bill sage for state representative,Organization
1615468,mark gaffney for wayne state univers mark gaffney for wayne state university,Organization
1615471,friends of theodore jones friends of theodore jones,Organization
1617425,adam f zemke for michigan adam f zemke for michigan,Organization
1618816,ne mi league of conservative educati ne mi league of conservative education,Organization
1618819,sami makhoul for wayne state univers sami makhoul for wayne state university board of governors committee,Organization
1622060,carl meyers for university of michig carl meyers for university of michigan regent committee,Organization
1626062,committee to elect catherine sala committee to elect catherine sala,Organization
1626064,american energy action fund american energy action fund (superpac),Organization
1626068,american arab and muslim political a american arab and muslim political action committee,Organization
1626070,committee to elect eric shepherd jud committee to elect eric shepherd judge of the 41a district court,Organization
1627555,dearborn police officers political a dearborn police officers political action committee,Organization
1627569,cte william burton cte william burton,Organization
1630834,glaxosmithkline llc pac (gsk pac) glaxosmithkline llc pac (gsk pac),Organization
1632467,republican state leadership committe republican state leadership committee judicial fairness initiative (su,Organization
1634203,tuebor pac tuebor pac,Organization
1635001,latoya m. willis for court of appeal latoya m. willis for court of appeals,Organization
1637877,democratic election fund democratic election fund,Organization
1637882,citizens for a better mid-michigan p citizens for a better mid-michigan pac,Organization
1643854,end gun violence michigan action ind end gun violence michigan action independent expenditure committee,Organization
1643855,osceola county democratic party osceola county democratic party,Organization
1648322,keep livingston great superpac keep livingston great superpac,Organization
1648324,keep livingston great keep livingston great,Organization
1648327,quest diagnostics incorporated pac o quest diagnostics incorporated pac of mi,Organization
1661585,partnership for responsible governme partnership for responsible government,Organization
1661587,sunrise alliance for equity sunrise alliance for equity,Organization
1661595,citizens against lawsuit abuse actio citizens against lawsuit abuse action 527,Organization
1665489,automotive recyclers of michigan pol automotive recyclers of michigan political action committee,Organization
1665504,educated we stand educated we stand,Organization
1665509,committee to elect michael j. zitta committee to elect michael j. zitta,Organization
1665510,zurich holding company of america in zurich holding company of america inc. committee for good government,Organization
1665512,committee to re-elect probate judge committee to re-elect probate judge thomas j dignan,Organization
1667289,roth leadership fund roth leadership fund,Organization
1667296,the committee to elect david c. egel the committee to elect david c. egeler,Organization
1667297,shink resilient michigan fund shink resilient michigan fund,Organization
1667307,blue water leadership fund blue water leadership fund,Organization
1671764,committee to reelect judge debra nan committee to reelect judge debra nance,Organization
1671767,jpmorgan chase & co. pac jpmorgan chase & co. pac,Organization
1674245,michigan democratic party black cauc michigan democratic party black caucus,Organization
1674247,matthew ackerman for court of appeal matthew ackerman for court of appeals,Organization
1674249,committee to re-elect hon. kathleen committee to re-elect hon. kathleen m. mccarthy,Organization
1674255,committee to elect amy grace gierhar committee to elect amy grace gierhart circuit court judge,Organization
1674257,dana hathaway dana hathaway,Organization
1674886,real safety pac real safety pac,Organization
1676112,karyn tomczyk for 55th judge karyn tomczyk for 55th judge,Organization
1680023,friends of michael woodyard friends of michael woodyard,Organization
1681245,community solar action fund (fed pac community solar action fund (fed pac id # c00829598),Organization
1681251,michigan orthotics and prosthetics a michigan orthotics and prosthetics assn political action committee,Organization
1683240,corning incorporated employees polit corning incorporated employees political action committee,Organization
1687922,southwest michigan education advocat southwest michigan education advocates pac,Organization
1689144,democracy defenders pac democracy defenders pac,Organization
1692902,for michigan action fund for michigan action fund,Organization
1692903,one michigan alliance fund one michigan alliance fund,Organization
1694740,tamara garwood for judge tamara garwood for judge,Organization
1694744,jeffrey worosz for circuit court jud jeffrey worosz for circuit court judge,Organization
1694754,committee to retain judge laura e. p committee to retain judge laura e. polizzi,Organization
1696934,boss up pac boss up pac,Organization
1696942,votevets votevets,Organization
1696945,dr michael busuito for wayne state dr michael busuito for wayne state board of governors,Organization
1696946,committee to elect thomas stallworth committee to elect thomas stallworth for msu board of trustees,Organization
1698388,michigan greenhouse growers politica michigan greenhouse growers political action committee,Organization
1700086,committee to elect derek dalman committee to elect derek dalman,Organization
1700098,caresource mission political action caresource mission political action committee,Organization
1700112,demand justice pac demand justice pac,Organization
1703629,odp mi (superpac) odp mi (superpac),Organization
1707211,pushing forward fund pushing forward fund,Organization
1707213,westside forward pac westside forward pac,Organization
1707217,committee to elect mike tinney committee to elect mike tinney,Organization
1707224,wayne 6th congressional district rep wayne 6th congressional district republican committee,Organization
1710717,committee to elect patrick sierawski committee to elect patrick sierawski,Organization
1712273,price majority fund price majority fund,Organization
1712278,robin persiconi for judge robin persiconi for judge,Organization
1714823,the next 50 pac - michigan the next 50 pac - michigan,Organization
1714828,sanofi-aventis u s inc employees pol sanofi-aventis u s inc employees political action committee,Organization
1717640,rising voices action fund superpac rising voices action fund superpac,Organization
1717652,michiganders for the future (superpa michiganders for the future (superpac),Organization
1723477,macdonell action committee pac macdonell action committee pac,Organization
1723479,ryan deel for 52-3 district court ju ryan deel for 52-3 district court judge,Organization
1734667,shes the future shes the future,Organization
1736356,the presidential coalition - mi the presidential coalition - mi,Organization
1745555,neyer leadership fund neyer leadership fund,Organization
1745573,albert mais for 5th district court j albert mais for 5th district court judge committee,Organization
1749480,robin dillard-russaw for 46th distri robin dillard-russaw for 46th district court judge,Organization
